DATE,moh_icu_current_covid,moh_icu_current_covid_vented,moh_hospitalizations,moh_icu_crci_total,moh_icu_crci_total_vented,moh_icu_former_covid,moh_icu_former_covid_vented
2020-08-25,3,1,12,4,1,1,0
2020-08-26,4,1,14,5,1,1,0
2020-08-27,4,1,12,4,1,0,0
2020-08-28,4,1,12,4,1,0,0
2020-08-29,4,0,11,4,0,0,0
2020-08-30,3,1,11,3,1,0,0
2020-08-31,3,1,13,3,1,0,0
2020-09-01,2,1,9,2,1,0,0
2020-09-02,3,1,11,3,1,0,0
2020-09-03,2,0,13,3,0,1,0
2020-09-04,2,0,10,3,0,1,0
2020-09-05,2,1,11,3,1,1,0
2020-09-06,3,1,12,4,1,1,0
2020-09-07,3,0,10,4,0,1,0
2020-09-08,3,1,14,3,1,0,0
2020-09-09,4,1,11,4,1,0,0
2020-09-10,4,1,10,4,1,0,0
2020-09-11,1,1,10,1,1,0,0
2020-09-12,1,1,11,1,1,0,0
2020-09-13,1,1,9,1,1,0,0
2020-09-14,2,1,8,2,1,0,0
2020-09-15,2,1,9,2,1,0,0
2020-09-16,1,1,10,1,1,0,0
2020-09-17,2,0,15,2,0,0,0
2020-09-18,2,0,11,2,0,0,0
2020-09-19,3,0,10,3,0,0,0
2020-09-20,3,1,10,3,1,0,0
2020-09-21,3,0,14,3,0,0,0
2020-09-22,4,0,15,4,0,0,0
2020-09-23,4,0,16,4,0,0,0
2020-09-24,4,2,25,4,2,0,0
2020-09-25,5,2,32,5,2,0,0
2020-09-26,6,3,39,6,3,0,0
2020-09-27,6,3,42,6,3,0,0
2020-09-28,8,3,54,8,3,0,0
2020-09-29,9,4,56,9,4,0,0
2020-09-30,9,5,60,10,5,1,0
2020-10-01,10,6,55,11,6,1,0
2020-10-02,11,7,59,12,7,1,0
2020-10-03,12,8,59,13,8,1,0
2020-10-04,12,8,63,13,8,1,0
2020-10-05,11,9,66,12,9,1,0
2020-10-06,12,9,66,13,9,1,0
2020-10-07,15,11,69,16,11,1,0
2020-10-08,16,11,60,16,11,0,0
2020-10-09,16,11,64,16,11,0,0
2020-10-10,19,13,63,19,13,0,0
2020-10-11,21,12,78,21,12,0,0
2020-10-12,21,13,76,21,13,0,0
2020-10-13,20,12,75,20,12,0,0
2020-10-14,20,11,81,20,11,0,0
2020-10-15,22,11,74,22,11,0,0
2020-10-16,25,15,68,25,15,0,0
2020-10-17,24,16,63,24,16,0,0
2020-10-18,25,16,68,25,16,0,0
2020-10-19,26,15,72,26,15,0,0
2020-10-20,26,16,80,26,16,0,0
2020-10-21,27,14,79,28,15,1,1
2020-10-22,26,14,82,27,15,1,1
2020-10-23,26,16,75,27,17,1,1
2020-10-24,25,18,81,26,19,1,1
2020-10-25,25,16,85,26,17,1,1
2020-10-26,26,16,88,27,17,1,1
2020-10-27,26,16,98,27,17,1,1
2020-10-28,27,17,99,29,18,2,1
2020-10-29,25,16,94,28,18,3,2
2020-10-30,24,17,97,26,19,2,2
2020-10-31,23,14,106,25,16,2,2
2020-11-01,24,14,111,27,15,3,1
2020-11-02,24,14,122,28,15,4,1
2020-11-03,24,13,124,26,14,2,1
2020-11-04,24,13,120,26,13,2,0
2020-11-05,29,15,115,31,16,2,1
2020-11-06,28,16,115,31,16,3,0
2020-11-07,30,17,118,32,17,2,0
2020-11-08,31,19,128,33,19,2,0
2020-11-09,27,17,128,29,17,2,0
2020-11-10,31,19,117,33,19,2,0
2020-11-11,34,20,132,35,20,1,0
2020-11-12,32,19,136,33,20,1,1
2020-11-13,30,16,122,33,19,3,3
2020-11-14,33,17,122,36,19,3,2
2020-11-15,32,20,120,35,22,3,2
2020-11-16,31,20,125,34,22,3,2
2020-11-17,30,19,121,33,21,3,2
2020-11-18,35,21,120,37,22,2,1
2020-11-19,34,24,116,36,25,2,1
2020-11-20,32,22,108,33,23,1,1
2020-11-21,30,20,112,31,21,1,1
2020-11-22,32,19,115,33,20,1,1
2020-11-23,34,15,110,35,16,1,1
2020-11-24,34,17,106,35,18,1,1
2020-11-25,29,16,98,30,17,1,1
2020-11-26,29,17,99,31,19,2,2
2020-11-27,28,16,104,29,17,1,1
2020-11-28,29,19,119,30,20,1,1
2020-11-29,33,18,124,34,19,1,1
2020-11-30,39,21,128,40,22,1,1
2020-12-01,39,19,127,40,20,1,1
2020-12-02,40,17,129,44,21,4,4
2020-12-03,41,19,129,45,22,4,3
2020-12-04,37,17,130,41,21,4,4
2020-12-05,38,9,126,42,13,4,4
2020-12-06,40,20,135,44,24,4,4
2020-12-07,40,22,137,44,26,4,4
2020-12-08,42,24,148,46,28,4,4
2020-12-09,43,23,151,47,27,4,4
2020-12-10,50,23,149,53,24,3,1
2020-12-11,48,28,138,51,30,3,2
2020-12-12,50,28,131,53,30,3,2
2020-12-13,47,31,135,50,33,3,2
2020-12-14,50,31,149,53,33,3,2
2020-12-15,54,32,143,58,35,4,3
2020-12-16,50,34,133,53,36,3,2
2020-12-17,45,33,128,48,35,3,2
2020-12-18,46,33,140,49,33,3,0
2020-12-19,45,32,140,48,34,3,2
2020-12-20,47,35,143,49,35,2,0
2020-12-21,46,37,147,48,38,2,1
2020-12-22,44,34,133,46,35,2,1
2020-12-23,45,33,121,47,34,2,1
2020-12-24,45,33,129,46,33,1,0
2020-12-25,43,33,131,45,34,2,1
2020-12-26,42,31,133,44,32,2,1
2020-12-27,44,31,135,46,32,2,1
2020-12-28,48,31,146,50,32,2,1
2020-12-29,55,38,153,56,38,1,0
2020-12-30,53,33,160,54,33,1,0
2020-12-31,51,33,156,53,33,2,0
2021-01-01,53,38,153,55,38,2,0
2021-01-02,55,36,166,57,36,2,0
2021-01-03,57,37,178,59,37,2,0
2021-01-04,61,41,178,63,41,2,0
2021-01-05,58,39,175,60,39,2,0
2021-01-06,58,35,199,61,36,3,1
2021-01-07,58,37,202,61,38,3,1
2021-01-08,64,39,208,66,40,2,1
2021-01-09,67,46,212,69,47,2,1
2021-01-10,68,51,215,71,52,3,1
2021-01-11,69,48,240,72,50,3,2
2021-01-12,68,51,223,72,52,1,1
2021-01-13,72,50,204,75,51,3,1
2021-01-14,72,52,225,74,53,2,1
2021-01-15,77,55,213,80,56,3,1
2021-01-16,81,55,223,83,55,2,0
2021-01-17,80,58,220,82,58,2,0
2021-01-18,75,47,209,75,47,0,0
2021-01-19,74,50,217,75,50,1,0
2021-01-20,72,49,200,73,49,1,0
2021-01-21,68,53,199,69,53,1,0
2021-01-22,70,54,202,71,54,1,0
2021-01-23,70,48,190,70,48,0,0
2021-01-24,72,50,195,72,50,0,0
2021-01-25,69,53,198,70,54,1,1
2021-01-26,67,49,194,68,50,1,1
2021-01-27,67,46,198,68,47,1,1
2021-01-28,65,48,194,68,51,3,3
2021-01-29,60,42,173,64,46,4,4
2021-01-30,62,43,170,65,45,3,2
2021-01-31,63,46,175,66,48,3,2
2021-02-01,61,47,172,64,50,3,3
2021-02-02,64,50,176,67,53,3,3
2021-02-03,66,51,171,68,52,2,1
2021-02-04,69,47,159,72,49,3,2
2021-02-05,70,56,147,74,58,4,2
2021-02-06,71,56,141,76,58,5,2
2021-02-07,78,56,147,82,57,4,1
2021-02-08,75,55,139,80,57,5,2
2021-02-09,70,54,133,74,56,4,2
2021-02-10,69,50,127,72,52,3,2
2021-02-11,68,48,120,70,50,2,2
2021-02-12,62,46,114,64,48,2,2
2021-02-13,57,41,113,60,44,3,3
2021-02-14,55,43,111,58,46,3,3
2021-02-15,55,42,115,59,44,4,2
2021-02-16,58,45,117,61,46,3,1
2021-02-17,54,42,107,57,43,3,1
2021-02-18,53,40,102,57,43,4,3
2021-02-19,52,39,89,55,42,3,3
2021-02-20,56,40,92,59,43,3,3
2021-02-21,59,39,100,63,42,4,3
2021-02-22,56,38,93,62,40,6,2
2021-02-23,58,36,90,62,38,4,2
2021-02-24,57,35,98,62,37,5,2
2021-02-25,57,37,97,63,42,6,5
2021-02-26,55,37,87,59,40,4,3
2021-02-27,60,37,100,65,39,5,2
2021-02-28,60,36,102,65,39,5,3
2021-03-01,58,33,107,63,35,5,2
2021-03-02,52,31,100,56,33,4,2
2021-03-03,51,26,109,54,28,3,2
2021-03-04,52,30,109,56,32,4,2
2021-03-05,46,29,98,49,31,3,2
2021-03-06,47,25,98,49,27,2,2
2021-03-07,51,26,108,53,28,2,2
2021-03-08,55,33,126,57,35,2,2
2021-03-09,50,32,115,52,34,2,2
2021-03-10,48,31,115,52,34,4,3
2021-03-11,55,32,117,59,35,4,3
2021-03-12,57,33,114,61,36,4,3
2021-03-13,56,37,117,61,39,5,2
2021-03-14,58,39,125,62,42,4,3
2021-03-15,60,39,118,64,42,4,3
2021-03-16,64,41,106,68,44,4,3
2021-03-17,64,36,113,68,39,4,3
2021-03-18,66,37,120,70,40,4,3
2021-03-19,62,43,128,64,45,2,2
2021-03-20,63,43,141,65,45,2,2
2021-03-21,65,42,139,67,44,2,2
2021-03-22,71,42,162,73,44,2,2
2021-03-23,73,45,161,75,47,2,2
2021-03-24,73,45,165,75,47,2,2
2021-03-25,81,45,180,84,47,3,2
2021-03-26,84,44,180,87,45,3,1
2021-03-27,83,44,193,85,45,2,1
2021-03-28,90,48,196,93,49,3,1
2021-03-29,86,47,198,88,47,2,0
2021-03-30,87,52,212,89,53,2,1
2021-03-31,93,54,229,95,55,2,1
2021-04-01,98,57,237,100,58,2,1
2021-04-02,101,59,245,104,60,3,1
2021-04-03,107,65,278,111,66,4,1
2021-04-04,114,75,303,116,76,2,1
2021-04-05,123,77,323,125,78,2,1
2021-04-06,121,75,338,122,76,1,1
2021-04-07,125,80,341,127,80,2,0
2021-04-08,135,91,347,137,91,2,0
2021-04-09,138,91,357,140,91,2,0
2021-04-10,135,93,374,139,94,4,1
2021-04-11,142,102,384,145,102,3,0
2021-04-12,147,101,401,151,102,4,1
2021-04-13,152,106,413,157,108,5,2
2021-04-14,157,105,415,160,106,3,1
2021-04-15,167,113,442,172,115,5,2
2021-04-16,168,119,462,175,122,7,3
2021-04-17,172,122,468,178,125,6,3
2021-04-18,163,116,473,172,121,9,5
2021-04-19,170,117,478,178,122,8,5
2021-04-20,182,131,482,191,133,9,2
2021-04-21,182,138,470,189,140,7,2
2021-04-22,184,141,474,192,144,8,3
2021-04-23,185,142,469,195,148,10,6
2021-04-24,193,144,480,204,150,11,6
2021-04-25,198,141,487,210,147,12,6
2021-04-26,195,132,484,207,138,12,6
2021-04-27,200,141,490,209,143,9,2
2021-04-28,198,141,481,207,145,9,4
2021-04-29,189,139,476,204,149,15,10
2021-04-30,193,141,460,210,150,17,9
2021-05-01,190,139,451,207,147,17,8
2021-05-02,185,131,461,204,141,19,10
2021-05-03,191,121,434,209,132,18,11
2021-05-04,193,125,394,209,135,16,10
2021-05-05,187,117,387,205,130,18,13
2021-05-06,181,117,377,202,131,21,14
2021-05-07,171,112,363,188,125,17,13
2021-05-08,172,108,363,190,119,18,11
2021-05-09,174,94,350,191,106,17,12
2021-05-10,173,107,356,188,116,15,9
2021-05-11,162,98,344,176,106,14,8
2021-05-12,157,103,326,175,114,18,11
2021-05-13,156,104,291,174,114,18,10
2021-05-14,142,100,283,160,112,18,12
2021-05-15,147,97,293,163,109,16,12
2021-05-16,149,86,298,164,98,15,12
2021-05-17,149,97,281,164,108,15,11
2021-05-18,138,90,265,156,104,18,14
2021-05-19,133,84,244,153,99,20,15
2021-05-20,133,80,253,157,97,24,17
2021-05-21,130,81,253,153,97,23,16
2021-05-22,124,77,242,147,94,23,17
2021-05-23,114,68,238,134,83,20,15
2021-05-24,113,79,224,136,96,23,17
2021-05-25,112,72,209,136,88,24,16
2021-05-26,112,72,188,133,86,21,14
2021-05-27,109,72,181,137,92,28,20
2021-05-28,98,65,175,128,86,30,21
2021-05-29,99,64,173,128,84,29,20
2021-05-30,98,55,165,127,73,29,18
2021-05-31,94,50,157,120,67,26,17
2021-06-01,89,52,154,113,70,24,18
2021-06-02,80,50,140,104,65,24,15
2021-06-03,77,49,135,101,61,24,12
2021-06-04,76,48,110,101,59,25,11
2021-06-05,74,49,119,100,57,26,8
2021-06-06,72,46,116,96,56,24,10
2021-06-07,67,41,100,93,50,26,9
2021-06-08,67,45,86,90,52,23,7
2021-06-09,64,39,73,89,46,25,7
2021-06-10,65,41,71,85,47,20,6
2021-06-11,58,34,70,82,43,24,9
2021-06-12,62,38,76,81,45,19,7
2021-06-13,59,37,78,76,45,17,8
2021-06-14,51,31,78,67,38,16,7
2021-06-15,49,35,73,68,42,19,7
2021-06-16,45,30,70,63,36,18,6
2021-06-17,44,27,66,59,34,15,7
2021-06-18,43,26,58,59,32,16,6
2021-06-19,38,22,62,54,28,16,6
2021-06-20,40,22,55,53,27,13,5
2021-06-21,34,18,55,49,23,15,5
2021-06-22,30,16,49,42,21,12,5
2021-06-23,28,14,49,43,18,15,4
2021-06-24,22,12,51,39,18,17,6
2021-06-25,23,12,41,39,16,16,4
2021-06-26,25,9,40,40,13,15,4
2021-06-27,24,11,38,40,16,16,5
2021-06-28,20,9,34,37,14,17,5
2021-06-29,17,9,32,33,15,16,6
2021-06-30,16,9,42,29,15,13,6
2021-07-01,18,8,39,33,13,15,5
2021-07-02,17,7,32,31,11,14,4
2021-07-03,17,8,27,29,12,12,4
2021-07-04,14,9,27,25,13,11,4
2021-07-05,15,10,32,26,15,11,5
2021-07-06,14,9,33,25,14,11,5
2021-07-07,12,7,34,20,12,8,5
2021-07-08,13,6,24,20,9,7,3
2021-07-09,9,6,26,17,10,8,4
2021-07-10,10,7,31,17,9,7,2
2021-07-11,12,6,30,19,9,7,3
2021-07-12,12,5,33,18,7,6,2
2021-07-13,12,6,33,17,8,5,2
2021-07-14,11,6,26,13,7,2,1
2021-07-15,9,6,21,11,8,2,2
2021-07-16,10,7,20,12,8,2,1
2021-07-17,9,4,21,12,5,3,1
2021-07-18,9,5,22,12,6,3,1
2021-07-19,10,7,22,13,9,3,2
2021-07-20,10,4,21,13,6,3,2
2021-07-21,10,4,18,13,6,3,2
2021-07-22,11,4,18,14,6,3,2
2021-07-23,11,5,18,14,7,3,2
2021-07-24,11,5,15,14,7,3,2
2021-07-25,10,4,15,13,5,3,1
2021-07-26,8,3,13,11,4,3,1
2021-07-27,5,5,15,8,7,3,2
2021-07-28,5,4,13,7,5,2,1
2021-07-29,5,5,12,8,5,3,0
2021-07-30,5,5,10,7,5,2,0
2021-07-31,4,3,9,6,3,2,0
2021-08-01,5,3,8,6,3,1,0
2021-08-02,5,2,10,5,2,0,0
2021-08-03,5,4,9,5,4,0,0
2021-08-04,6,4,9,6,4,0,0
2021-08-05,7,4,11,7,4,0,0
2021-08-06,8,5,10,8,5,0,0
2021-08-07,8,4,12,8,4,0,0
2021-08-08,9,3,13,10,3,1,0
2021-08-09,9,4,10,10,4,1,0
2021-08-10,9,6,15,10,6,1,0
2021-08-11,8,6,12,8,6,0,0
2021-08-12,9,4,10,9,4,0,0
2021-08-13,8,3,11,8,3,0,0
2021-08-14,9,4,8,9,4,0,0
2021-08-15,10,2,11,10,2,0,0
2021-08-16,12,5,14,12,5,0,0
2021-08-17,12,4,13,12,4,0,0
2021-08-18,14,5,16,14,5,0,0
2021-08-19,15,6,17,15,6,0,0
2021-08-20,15,5,22,15,5,0,0
2021-08-21,15,4,30,15,4,0,0
2021-08-22,16,5,25,17,5,1,0
2021-08-23,16,5,24,17,5,1,0
2021-08-24,17,5,21,19,5,2,0
2021-08-25,18,6,23,20,6,2,0
2021-08-26,17,6,25,18,6,1,0
2021-08-27,17,6,24,17,6,0,0
2021-08-28,17,6,29,17,6,0,0
2021-08-29,17,6,30,17,6,0,0
2021-08-30,19,5,30,19,5,0,0
2021-08-31,17,5,31,18,5,1,0
2021-09-01,16,8,37,17,8,1,0
2021-09-02,17,6,37,18,6,1,0
2021-09-03,19,7,39,19,7,0,0
2021-09-04,22,9,43,23,10,1,1
2021-09-05,23,10,42,24,11,1,1
2021-09-06,24,10,42,25,11,1,1
2021-09-07,24,9,42,25,10,1,1
2021-09-08,22,10,35,23,11,1,1
2021-09-09,21,9,39,22,10,1,1
2021-09-10,22,10,39,23,11,1,1
2021-09-11,21,10,34,22,11,1,1
2021-09-12,22,11,34,23,11,1,0
2021-09-13,26,11,36,27,11,1,0
2021-09-14,27,15,37,28,16,1,1
2021-09-15,26,10,41,27,11,1,1
2021-09-16,30,20,38,31,21,1,1
2021-09-17,26,17,29,27,18,1,1
2021-09-18,27,21,32,28,22,1,1
2021-09-19,27,20,33,28,21,1,1
2021-09-20,28,17,32,31,19,3,2
2021-09-21,32,18,37,35,19,3,1
2021-09-22,31,17,38,34,19,3,2
2021-09-23,33,19,41,36,20,3,1
2021-09-24,29,16,33,32,17,3,1
2021-09-25,30,16,36,32,17,2,1
2021-09-26,34,22,42,38,24,4,2
2021-09-27,31,20,44,35,21,4,1
2021-09-28,29,23,39,32,26,3,3
2021-09-29,29,20,46,32,23,3,3
2021-09-30,27,20,48,30,23,3,3
2021-10-01,28,19,43,31,22,3,3
2021-10-02,30,20,45,34,23,4,3
2021-10-03,31,20,46,34,22,3,2
2021-10-04,30,20,44,33,22,3,2
2021-10-05,29,17,42,32,19,3,2
2021-10-06,27,14,41,30,16,3,2
2021-10-07,30,17,42,32,18,2,1
2021-10-08,31,16,37,33,17,2,1
2021-10-09,30,17,33,33,19,3,2
2021-10-10,31,17,30,35,18,4,1
2021-10-11,30,18,40,33,19,3,1
2021-10-12,30,17,44,33,18,3,1
2021-10-13,30,16,42,34,18,4,2
2021-10-14,30,15,37,35,17,5,2
2021-10-15,30,19,35,35,22,5,3
2021-10-16,29,15,42,33,17,4,2
2021-10-17,30,17,47,34,19,4,2
2021-10-18,28,17,47,31,19,3,2
2021-10-19,27,17,54,29,19,2,2
2021-10-20,27,16,43,29,18,2,2
2021-10-21,26,14,49,28,16,2,2
2021-10-22,25,13,44,28,16,3,3
2021-10-23,24,14,42,28,17,4,3
2021-10-24,24,13,36,28,16,4,3
2021-10-25,24,11,29,28,14,4,3
2021-10-26,24,16,27,28,18,4,2
2021-10-27,25,17,29,29,20,4,3
2021-10-28,23,14,33,27,16,4,2
2021-10-29,23,15,40,26,18,3,3
2021-10-30,22,13,43,25,15,3,2
2021-10-31,20,12,40,23,14,3,2
2021-11-01,21,10,44,24,12,3,2
2021-11-02,21,10,39,24,12,3,2
2021-11-03,22,11,40,25,13,3,2
2021-11-04,22,8,17,26,11,4,3
2021-11-05,21,9,31,24,12,3,3
2021-11-06,20,11,36,23,14,3,3
2021-11-07,21,9,45,25,11,4,2
2021-11-08,22,8,44,26,11,4,3
2021-11-09,25,8,51,29,9,4,1
2021-11-10,25,8,54,29,10,4,2
2021-11-11,25,10,58,29,12,4,2
2021-11-12,23,9,66,27,11,4,2
2021-11-13,22,9,57,26,10,4,1
2021-11-14,23,10,58,27,12,4,2
2021-11-15,21,11,46,24,13,3,2
2021-11-16,20,12,48,23,14,3,2
2021-11-17,20,12,46,23,14,3,2
2021-11-18,19,10,46,22,11,3,1
2021-11-19,20,11,43,23,13,3,2
2021-11-20,21,12,42,24,14,3,2
2021-11-21,20,11,50,23,13,3,2
2021-11-22,22,13,54,25,15,3,2
2021-11-23,24,15,50,27,17,3,2
2021-11-24,24,15,55,28,18,4,3
2021-11-25,24,12,50,29,15,5,3
2021-11-26,23,13,49,28,16,5,3
2021-11-27,25,14,61,30,17,5,3
2021-11-28,26,12,63,31,15,5,3
2021-11-29,28,13,61,31,16,3,3
2021-11-30,33,14,59,36,17,3,3
2021-12-01,34,16,58,37,19,3,3
2021-12-02,26,13,56,30,15,4,2
2021-12-03,34,17,65,38,19,4,2
2021-12-04,31,15,60,36,19,5,4
2021-12-05,31,17,67,35,21,4,4
2021-12-06,33,16,63,37,19,4,3
2021-12-07,31,13,58,36,17,5,4
2021-12-08,28,14,62,32,18,4,4
2021-12-09,27,16,60,32,19,5,3
2021-12-10,28,17,77,33,21,5,4
2021-12-11,31,17,96,36,20,5,3
2021-12-12,32,17,77,37,21,5,4
2021-12-13,30,19,78,36,23,6,4
2021-12-14,29,20,48,36,23,7,3
2021-12-15,29,19,62,36,21,7,2
2021-12-16,30,21,82,36,23,6,2
2021-12-17,27,20,67,33,22,6,2
2021-12-18,29,23,67,32,24,3,1
2021-12-19,29,23,77,32,25,3,2
2021-12-20,30,23,74,33,24,3,1
2021-12-21,31,23,83,35,24,4,1
2021-12-22,32,20,88,35,21,3,1
2021-12-23,29,18,82,31,19,2,1
2021-12-24,27,14,94,30,15,3,1
2021-12-25,26,14,107,29,15,3,1
2021-12-26,27,16,144,31,18,4,2
2021-12-27,31,15,154,35,18,4,3
2021-12-28,30,13,179,34,16,4,3
2021-12-29,37,15,207,41,18,4,3
2021-12-30,42,14,254,46,16,4,2
2021-12-31,44,14,285,48,15,4,1
2022-01-01,42,15,318,46,16,4,1
2022-01-02,44,17,387,48,17,4,0
2022-01-03,48,21,420,52,21,4,0
2022-01-04,49,18,457,53,18,4,0
2022-01-05,49,24,510,53,25,4,1
2022-01-06,56,32,564,60,33,4,1
2022-01-07,76,40,620,80,41,4,1
2022-01-08,83,47,705,88,48,5,1
2022-01-09,97,49,730,101,50,4,1
2022-01-10,110,53,719,114,54,4,1
2022-01-11,116,52,822,121,54,5,2
2022-01-12,112,51,854,115,52,3,1
2022-01-13,119,57,897,121,58,2,1
2022-01-14,123,61,888,125,62,2,1
2022-01-15,123,65,917,125,66,2,1
2022-01-16,123,66,958,124,66,1,0
2022-01-17,120,63,926,121,63,1,0
2022-01-18,118,60,886,119,60,1,0
2022-01-19,121,49,871,123,49,2,0
2022-01-20,119,63,885,122,64,3,1
2022-01-21,126,74,867,131,75,5,1
2022-01-22,131,80,861,136,81,5,1
2022-01-23,127,75,857,133,77,6,2
2022-01-24,127,75,821,134,77,7,2
2022-01-25,128,75,803,132,77,4,2
2022-01-26,121,67,800,127,68,6,1
2022-01-27,133,76,776,138,78,5,2
2022-01-28,120,77,750,126,80,6,3
2022-01-29,126,56,727,133,59,7,3
2022-01-30,121,60,746,126,61,5,1
2022-01-31,118,63,648,123,66,5,3
2022-02-01,113,63,630,117,67,4,4
2022-02-02,108,72,612,113,76,5,4
2022-02-03,107,65,578,112,67,5,2
2022-02-04,102,48,516,108,50,6,2
2022-02-05,98,55,527,104,59,6,4
2022-02-06,105,58,530,109,60,4,2
2022-02-07,102,62,481,106,64,4,2
2022-02-08,99,61,428,106,63,7,2
2022-02-09,94,56,431,102,60,8,4
2022-02-10,90,56,412,98,60,8,4
2022-02-11,82,53,340,91,57,9,4
2022-02-12,76,40,343,87,44,11,4
2022-02-13,74,42,383,83,47,9,5
2022-02-14,71,42,349,83,49,12,7
2022-02-15,64,40,344,77,47,13,7
2022-02-16,62,44,315,75,51,13,7
2022-02-17,62,37,309,76,41,14,4
2022-02-18,61,43,271,74,50,13,7
2022-02-19,61,39,280,71,46,10,7
2022-02-20,63,39,278,73,46,10,7
2022-02-21,61,31,282,72,39,11,8
2022-02-22,62,36,264,73,42,11,6
2022-02-23,57,36,251,67,43,10,7
2022-02-24,57,31,247,67,37,10,6
2022-02-25,59,28,232,67,33,8,5
2022-02-26,54,34,217,62,39,8,5
2022-02-27,52,27,208,60,32,8,5
2022-02-28,53,26,189,60,31,7,5
2022-03-01,53,32,198,61,37,8,5
2022-03-02,49,24,198,58,28,9,4
2022-03-03,49,23,192,59,28,10,5
2022-03-04,47,20,153,56,24,9,4
2022-03-05,46,22,162,55,27,9,5
2022-03-06,44,27,166,56,35,12,8
2022-03-07,44,24,160,58,30,14,6
2022-03-08,46,26,160,60,33,14,7
2022-03-09,50,28,158,65,35,15,7
2022-03-10,47,24,169,62,31,15,7
2022-03-11,45,22,162,61,28,16,6
2022-03-12,43,21,166,58,29,15,8
2022-03-13,42,18,172,58,24,16,6
2022-03-14,41,20,165,58,27,17,7
2022-03-15,40,15,150,54,23,14,8
2022-03-16,38,14,147,54,20,16,6
2022-03-17,41,18,159,54,25,13,7
2022-03-18,37,17,147,49,24,12,7
2022-03-19,35,17,163,47,24,12,7
2022-03-20,33,15,158,45,22,12,7
2022-03-21,35,16,133,46,24,11,8
2022-03-22,31,15,137,42,21,11,6
2022-03-23,34,16,136,45,23,11,7
2022-03-24,36,19,131,47,25,11,6
2022-03-25,34,20,114,45,26,11,6
2022-03-26,33,23,143,45,31,12,8
2022-03-27,33,22,148,44,30,11,8
2022-03-28,36,18,151,48,24,12,6
2022-03-29,34,20,167,46,28,12,8
2022-03-30,34,18,181,47,26,13,8
2022-03-31,33,19,160,46,27,13,8
2022-04-01,31,20,185,42,28,11,8
2022-04-02,31,20,208,43,27,12,7
2022-04-03,33,20,265,44,28,11,8
2022-04-04,33,21,255,46,29,13,8
2022-04-05,32,15,284,45,19,13,4
2022-04-06,35,19,261,45,23,10,4
2022-04-07,39,19,279,50,23,11,4
2022-04-08,39,20,234,48,23,9,3
2022-04-09,45,22,267,53,25,8,3
2022-04-10,46,18,287,58,22,12,4
2022-04-11,45,19,314,58,24,13,5
2022-04-12,43,17,306,57,23,14,6
2022-04-13,43,17,317,57,20,14,3
2022-04-14,46,19,300,58,21,12,2
2022-04-15,48,18,349,57,20,9,2
2022-04-16,53,19,333,62,21,9,2
2022-04-17,56,23,357,65,25,9,2
2022-04-18,56,18,377,68,21,12,3
2022-04-19,56,22,382,66,26,10,4
2022-04-20,61,20,376,71,25,10,5
2022-04-21,61,22,361,73,26,12,4
2022-04-22,53,19,358,64,22,11,3
2022-04-23,54,19,369,65,24,11,5
2022-04-24,61,22,367,72,26,11,4
2022-04-25,56,22,359,66,27,10,5
2022-04-26,56,20,389,68,24,12,4
2022-04-27,55,21,380,65,28,10,7
2022-04-28,55,20,390,66,27,11,7
2022-04-29,51,13,375,61,19,10,6
2022-04-30,50,18,386,61,25,11,7
2022-05-01,60,16,405,70,23,10,7
2022-05-02,55,12,382,63,17,8,5
2022-05-03,50,16,367,60,22,10,6
2022-05-04,51,17,375,63,24,12,7
2022-05-05,52,17,335,64,25,12,8
2022-05-06,54,17,320,67,25,13,8
2022-05-07,46,16,321,59,23,13,7
2022-05-08,46,14,354,59,22,13,8
2022-05-09,41,10,345,54,16,13,6
2022-05-10,33,8,330,47,16,14,8
2022-05-11,35,12,316,49,21,14,9
2022-05-12,36,13,291,50,21,14,8
2022-05-13,32,11,284,46,19,14,8
2022-05-14,30,12,264,43,19,13,7
2022-05-15,34,15,279,45,21,11,6
2022-05-16,36,18,276,47,24,11,6
2022-05-17,30,16,265,41,22,11,6
2022-05-18,34,16,259,46,22,12,6
2022-05-19,35,16,244,46,21,11,5
2022-05-20,32,18,223,45,24,13,6
2022-05-21,31,17,221,42,23,11,6
2022-05-22,31,16,218,42,22,11,6
2022-05-23,31,12,217,41,17,10,5
2022-05-24,35,18,229,44,23,9,5
2022-05-25,34,16,207,42,22,8,6
2022-05-26,34,15,176,42,21,8,6
2022-05-27,30,16,151,37,22,7,6
2022-05-28,32,15,147,39,21,7,6
2022-05-29,32,15,167,39,21,7,6
2022-05-30,30,10,166,37,15,7,5
2022-05-31,25,13,141,32,19,7,6
2022-06-01,22,11,139,29,16,7,5
2022-06-02,20,8,128,27,12,7,4
2022-06-03,21,9,119,29,15,8,6
2022-06-04,19,6,113,28,12,9,6
2022-06-05,18,8,115,28,13,10,5
2022-06-06,19,7,119,30,12,11,5
2022-06-07,15,4,109,26,9,11,5
2022-06-08,15,2,110,27,7,12,5
2022-06-09,12,5,104,25,13,13,8
2022-06-10,13,5,100,24,12,11,7
2022-06-11,14,4,95,24,9,10,5
2022-06-12,15,2,89,25,7,10,5
2022-06-13,15,3,83,25,8,10,5
2022-06-14,15,3,75,27,7,12,4
2022-06-15,14,2,81,25,6,11,4
2022-06-16,10,3,74,21,10,11,7
2022-06-17,10,3,73,19,8,9,5
